Date,Close,High,Low,Open,Volume,Symbol,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL,,MSFT,MSFT,MSFT,MSFT,MSFT
2022-01-03,178.27032470703125,179.12245940789794,174.05868664745196,174.17621628400974,104487900.0,AAPL,,,,,
2022-01-04,176.0077667236328,179.18120100693088,175.43968197842852,178.87757285498617,99310400.0,AAPL,,,,,
2022-01-05,171.32601928710938,176.46815060812955,171.0517734789437,175.91965899179817,94537600.0,AAPL,,,,,
2022-01-06,168.4660186767578,171.69821853577403,168.11341478404194,169.15163320557318,96904000.0,AAPL,,,,,
2022-01-07,168.6324920654297,170.5620164817169,167.5159157741246,169.3376997173353,86709100.0,AAPL,,,,,
2022-01-10,168.65208435058594,168.95571251516662,164.71467747425172,165.6059836604726,106765600.0,AAPL,,,,,
2022-01-11,171.48268127441406,171.58061763480518,167.31021570092486,168.77939561423005,76138300.0,AAPL,,,,,
2022-01-12,171.92349243164062,173.53958492379155,171.2280887319737,172.5013664795951,74805200.0,AAPL,,,,,
2022-01-13,168.65208435058594,172.9910557649256,168.26029402106818,172.16831849084767,84505800.0,AAPL,,,,,
2022-01-14,169.51402282714844,170.20942643626557,167.57469415475944,167.8195575274604,80440800.0,AAPL,,,,,
2022-01-18,166.31118774414062,168.99488045377709,165.92920152184269,167.98604466295757,90956700.0,AAPL,,,,,
2022-01-19,162.81454467773438,167.56489994287205,162.53050974989438,166.50708841129685,94815000.0,AAPL,,,,,
2022-01-20,161.1298370361328,166.19360817621785,160.80661569375258,163.5490875829706,91420500.0,AAPL,,,,,
2022-01-21,159.07305908203125,162.91251531175593,158.96531859071325,161.04175539217772,122848900.0,AAPL,,,,,
2022-01-24,158.29922485351562,158.96526081558002,151.52141035514546,156.73210866650368,162294600.0,AAPL,,,,,
2022-01-25,156.49708557128906,159.41585293852967,153.79379917867107,155.7135197495045,115798400.0,AAPL,,,,,
2022-01-26,156.40892028808594,161.01234841002858,154.57734716045317,160.14063545703362,108275300.0,AAPL,,,,,
2022-01-27,155.94857788085938,160.47364799025604,155.02788925620197,159.11220830674253,121954600.0,AAPL,,,,,
2022-01-28,166.83030700683594,166.8499002604039,159.4550237648548,162.30523687541563,179935700.0,AAPL,,,,,
2022-01-31,171.18887329101562,171.4043542462614,166.02714940989443,166.66380312140188,115541600.0,AAPL,,,,,
2022-02-01,171.0223388671875,171.2476089382928,168.7695933203212,170.43466091747592,86213900.0,AAPL,,,,,
2022-02-02,172.22705078125,172.2662372794384,169.76862857701605,171.15945035730246,84914300.0,AAPL,,,,,
2022-02-03,169.3474884033203,172.618874147118,168.58351594007854,170.89502658265624,89418100.0,AAPL,,,,,
2022-02-04,169.06309509277344,170.74010088602927,167.3860892995176,168.3667905913057,82465400.0,AAPL,,,,,
2022-02-07,168.34719848632812,170.59299800892276,167.65089393875687,169.52403712153145,77251200.0,AAPL,,,,,
2022-02-08,171.45599365234375,171.965962469506,168.12160057312957,168.4158139278121,74829200.0,AAPL,,,,,
2022-02-09,172.87802124023438,173.2408759269309,171.5246486789991,172.65246413479986,71285000.0,AAPL,,,,,
2022-02-10,168.79830932617188,172.09346641687537,168.23931734555768,170.77933021680633,90865900.0,AAPL,,,,,
2022-02-11,165.38548278808594,169.7397993797007,164.79705596488338,169.0042733328554,98670700.0,AAPL,,,,,
2022-02-14,165.62086486816406,166.30735288699964,163.345630332233,164.13999610862248,86185500.0,AAPL,,,,,
2022-02-15,169.4553680419922,169.61228383864895,166.96439336840055,167.670499489042,62527400.0,AAPL,,,,,
2022-02-16,169.22000122070312,169.994748612644,166.76824813134002,168.53351334854412,61177400.0,AAPL,,,,,
2022-02-17,165.62086486816406,168.59238905022963,165.21877368416162,167.72936698979834,69589300.0,AAPL,,,,,
2022-02-18,164.07138061523438,167.24884422095425,162.98280124104397,166.5427528363756,82772700.0,AAPL,,,,,
2022-02-22,161.14886474609375,163.47312232621292,159.02072949307376,161.79611631133258,91162800.0,AAPL,,,,,
2022-02-23,156.98086547851562,162.94351625967545,156.6670338772365,162.34528786351217,90009200.0,AAPL,,,,,
2022-02-24,159.599365234375,159.70724299641822,149.0666258865526,149.63543454420616,141147500.0,AAPL,,,,,
2022-02-25,161.6686248779297,161.9334034703252,157.76542269815738,160.6781069290293,91974200.0,AAPL,,,,,
2022-02-28,161.9333953857422,162.22760877136363,159.2953064697166,159.91315308309024,95056600.0,AAPL,,,,,
2022-03-01,160.05043029785156,163.38482330332894,158.84417203107242,161.52148207442062,83474400.0,AAPL,,,,,
2022-03-02,163.3456268310547,164.1301909633288,159.80529409089044,161.2175065361206,79724800.0,AAPL,,,,,
2022-03-03,163.02197265625,165.65025991761865,162.35510295615475,165.21874895199736,76678400.0,AAPL,,,,,
2022-03-04,160.0210418701172,162.35511593567728,158.97169917829748,161.31557487047283,83737200.0,AAPL,,,,,
2022-03-07,156.22573852539062,161.83535182075346,155.97074658012755,160.2073838791356,96418800.0,AAPL,,,,,
2022-03-08,154.40162658691406,159.73664445127486,152.7932769334802,155.75499927047608,131148300.0,AAPL,,,,,
2022-03-09,159.80528259277344,160.2564117997747,156.33360638496927,158.36365040568722,91454900.0,AAPL,,,,,
2022-03-10,155.46078491210938,157.29469168011647,152.96979505950804,157.10835602606574,105342000.0,AAPL,,,,,
2022-03-11,151.74392700195312,156.20612146979485,151.51836986465503,155.86286998599314,96970100.0,AAPL,,,,,
2022-03-14,147.7132568359375,151.14571212531354,147.20330282439596,148.52724088599334,108732100.0,AAPL,,,,,
2022-03-15,152.0969696044922,152.56771702935066,147.4778746009712,147.98782853142856,92964300.0,AAPL,,,,,
2022-03-16,156.5101318359375,156.9122229988077,151.4791438617729,154.01915688013034,102300200.0,AAPL,,,,,
2022-03-17,157.52023315429688,157.89290442537197,154.58794593498652,155.549028989307,75615400.0,AAPL,,,,,
2022-03-18,160.8154296875,161.30578044331628,156.67686811126515,157.4123942449896,123511700.0,AAPL,,,,,
2022-03-21,162.18841552734375,163.1396971599505,159.86414284434693,160.35449358427547,95811400.0,AAPL,,,,,
2022-03-22,165.56198120117188,166.15039293346567,161.72743597716038,162.31584770945418,81532000.0,AAPL,,,,,
2022-03-23,166.9251708984375,169.30826781804822,164.41456305995604,164.74801286692667,98062700.0,AAPL,,,,,
2022-03-24,170.710693359375,170.77933467330854,166.92518550141648,167.75877268098228,90131400.0,AAPL,,,,,
2022-03-25,171.34812927246094,171.89731959636083,169.4161465488256,170.52434378661113,80546200.0,AAPL,,,,,
2022-03-28,172.21116638183594,172.33864738407132,168.68063546771577,168.84735290472764,90371900.0,AAPL,,,,,
2022-03-29,175.50633239746094,175.55535549692144,172.936884505865,173.28013598798506,100589400.0,AAPL,,,,,
2022-03-30,174.33926391601562,176.14375060919454,173.28990640459241,175.1042096873483,92633200.0,AAPL,,,,,
2022-03-31,171.24026489257812,174.59426174462104,171.03431102289065,174.40792609212167,103049300.0,AAPL,,,,,
2022-04-01,170.946044921875,171.5050518578882,168.62178757896973,170.67144974905557,78751300.0,AAPL,,,,,
2022-04-04,174.99632263183594,175.04536068416874,171.0735178742133,171.20101381741605,76468400.0,AAPL,,,,,
2022-04-05,171.6815643310547,174.85904187741096,171.05391610805626,174.0744778575844,73401800.0,AAPL,,,,,
2022-04-06,168.5138702392578,170.2791351956792,166.84668137764749,169.03364062027202,89058800.0,AAPL,,,,,
2022-04-07,168.8179168701172,170.01437362269277,166.5721175347958,167.8568338106809,77594700.0,AAPL,,,,,
2022-04-08,166.80751037597656,168.4648982638585,165.93468666135624,168.4648982638585,76575500.0,AAPL,,,,,
2022-04-11,162.55125427246094,165.76795361235142,162.3060789266503,165.45413695115786,72246700.0,AAPL,,,,,
2022-04-12,164.4243927001953,166.59173431379904,163.42407312851623,164.77744578641645,79265200.0,AAPL,,,,,
2022-04-13,167.1114959716797,167.73914420674996,163.55156041909547,164.1595904381064,70618900.0,AAPL,,,,,
2022-04-14,162.10012817382812,167.96473333287506,161.85495282329552,167.32726844290085,75329400.0,AAPL,,,,,
2022-04-18,161.88433837890625,163.38480987049905,160.41328672328103,160.75652313100682,69023900.0,AAPL,,,,,
2022-04-19,164.1693878173828,164.58129552240263,160.7467499371193,161.8353289533827,67723800.0,AAPL,,,,,
2022-04-20,164.002685546875,165.62085178233113,162.89450317699752,165.50315744246095,67929800.0,AAPL,,,,,
2022-04-21,163.20828247070312,168.21966591149055,162.7081302747772,165.650233704649,87227800.0,AAPL,,,,,
2022-04-22,158.66766357421875,164.63032953066207,158.38326676927218,163.24755201100473,84882400.0,AAPL,,,,,
2022-04-25,159.7366180419922,160.0210148088947,155.40192048493418,158.01057433340998,96046400.0,AAPL,,,,,
2022-04-26,153.77398681640625,159.20706614015833,153.69552890649263,159.11880660312406,95623200.0,AAPL,,,,,
2022-04-27,153.5484161376953,156.70626068843154,152.38137914765707,152.90114966122312,88063200.0,AAPL,,,,,
2022-04-28,160.48199462890625,161.34501674699274,155.86288392873374,156.17671559506246,130216800.0,AAPL,,,,,
2022-04-29,154.60757446289062,162.9925746827483,154.21529987659397,158.71671584912355,131747600.0,AAPL,,,,,
2022-05-02,154.91159057617188,155.17636916422146,150.31209888761785,153.68571389859628,123055300.0,AAPL,,,,,
2022-05-03,156.40225219726562,157.60852567132414,153.30324720330452,155.09791756360522,88966500.0,AAPL,,,,,
2022-05-04,162.81605529785156,163.26716957480116,156.1865040661354,156.58859524312854,108256500.0,AAPL,,,,,
2022-05-05,153.74456787109375,160.91349295341686,151.9596840798174,160.68793581379188,130525300.0,AAPL,,,,,
2022-05-06,154.4713134765625,156.59274408051633,151.42666686979732,153.223988771511,116124600.0,AAPL,,,,,
2022-05-09,149.34454345703125,153.047223819661,148.78473018495143,152.163286830581,131577900.0,AAPL,,,,,
2022-05-10,151.7508087158203,153.94099694086412,150.19902200842762,152.74278207802044,115366700.0,AAPL,,,,,
2022-05-11,143.8838348388672,152.67400468671187,143.20615431110124,150.75883036017825,142689800.0,AAPL,,,,,
2022-05-12,140.0142059326172,143.58920335731457,136.32135622581737,140.22046241259886,182602000.0,AAPL,,,,,
2022-05-13,144.48294067382812,145.45526685384394,140.55437184575726,142.00793811597927,113990900.0,AAPL,,,,,
2022-05-16,142.94100952148438,144.8856624162591,141.60529515319183,142.9508405374904,86643800.0,AAPL,,,,,
2022-05-17,146.5749053955078,147.0954395557584,144.06060880808,146.2016865687997,78336300.0,AAPL,,,,,
2022-05-18,138.30526733398438,144.72847052072004,137.4016833512006,144.2275834099531,109742900.0,AAPL,,,,,
2022-05-19,134.897216796875,139.13024664193696,134.1606102580926,137.3820349887972,136095600.0,AAPL,,,,,
2022-05-20,135.13290405273438,138.1873660432014,130.24184145556765,136.60611694229152,137426100.0,AAPL,,,,,
